order_id,customer_id,order_ts,channel,traffic_source,campaign,payment_method,shipping_method,order_status,seller_id
O700325,C100393,2025-05-14 16:54:20,web,direct,none,card,expedited,completed,S50421
O700326,C101713,2025-10-16 17:02:52,android,direct,holiday_push,apple_pay,expedited,completed,
O700327,C100507,2025-01-14 22:12:42,ios,organic,fall_event,paypal,standard,completed,S50496
O700328,C104980,2025-11-11 03:14:27,ios,direct,none,card,standard,completed,S50738
O700329,C104265,2025-05-13 07:24:52,web,referral,fall_event,card,expedited,completed,
O700330,C105250,2025-09-05 10:08:53,android,email,holiday_push,card,standard,completed,S50332
O700331,C104017,2025-07-28 15:24:58,web,organic,summer_splash,card,standard,completed,S50459
O700332,C106038,2025-09-19 07:48:32,android,direct,always_on,card,standard,completed,
O700333,C101041,2025-07-05 05:29:11,web,direct,none,card,standard,completed,
O700334,C105572,2025-05-27 13:49:38,web,email,none,google_pay,expedited,completed,
O700335,C102628,2025-08-01 03:50:14,web,paid_search,spring_sale,card,expedited,completed,S50210
O700336,C104194,2025-04-25 04:57:57,web,direct,none,paypal,expedited,completed,S50472
O700337,C107442,2025-09-01 03:52:26,web,paid_social,always_on,card,standard,completed,S51127
O700338,C104960,2025-02-21 07:34:30,web,direct,holiday_push,card,standard,returned,S50550
O700339,C104609,2025-12-28 06:51:17,web,referral,fall_event,google_pay,expedited,completed,S51122
O700340,C107694,2025-10-14 17:05:11,web,paid_search,summer_splash,apple_pay,standard,completed,S50044
O700341,C105471,2025-09-26 03:56:26,android,referral,none,klarna,standard,returned,
O700342,C107205,2025-08-31 01:14:50,web,direct,always_on,apple_pay,standard,completed,
O700343,C105498,2025-12-22 14:44:57,web,paid_search,always_on,google_pay,standard,completed,
O700344,C100370,2025-04-15 02:00:13,android,organic,none,apple_pay,standard,completed,S51184
O700345,C102452,2025-04-15 09:18:54,android,paid_social,none,card,standard,completed,S51122
O700346,C100040,2025-11-16 18:38:52,web,direct,none,card,standard,completed,
O700347,C102934,2025-01-31 20:19:44,web,email,fall_event,paypal,standard,completed,S50822
O700348,C106060,2025-04-02 10:23:25,web,paid_social,fall_event,paypal,expedited,completed,S50171
O700349,C107611,2025-10-20 14:34:10,ios,direct,none,card,standard,completed,S50362
O700350,C101355,2025-03-20 11:09:54,android,direct,none,apple_pay,standard,returned,S50999
O700351,C100449,2025-03-11 12:45:12,android,paid_social,fall_event,card,standard,completed,
O700352,C103012,2025-04-12 17:00:35,web,paid_search,spring_sale,card,standard,completed,S50381
O700353,C103645,2025-05-09 02:26:41,web,organic,holiday_push,google_pay,standard,completed,S50595
O700354,C106725,2025-07-15 23:19:23,web,organic,holiday_push,google_pay,expedited,completed,S50400
O700355,C106183,2025-11-24 04:56:22,web,email,fall_event,google_pay,standard,completed,S50915
O700356,C104503,2025-05-03 23:20:57,web,direct,holiday_push,card,standard,completed,S50887
O700357,C106046,2025-11-25 02:46:40,web,email,spring_sale,card,standard,cancelled,
O700358,C101646,2025-07-31 10:50:05,web,direct,none,google_pay,expedited,completed,S50641
O700359,C103165,2025-11-02 18:42:27,web,paid_search,summer_splash,card,expedited,completed,S51148
O700360,C103416,2025-12-08 17:37:12,web,paid_social,spring_sale,paypal,standard,completed,S50244
O700361,C103406,2025-01-22 07:36:15,ios,paid_social,none,paypal,standard,completed,S50376
O700362,C103133,2025-02-05 13:25:14,ios,direct,always_on,paypal,standard,completed,
O700363,C102339,2025-09-05 02:35:31,web,direct,summer_splash,card,standard,completed,S51081
O700364,C105129,2025-03-20 01:16:52,web,paid_social,always_on,card,standard,completed,S51180
O700365,C105079,2025-10-26 18:05:59,android,referral,none,card,expedited,completed,S50958
O700366,C102014,2025-07-20 00:16:47,ios,paid_social,none,paypal,standard,completed,
O700367,C106522,2025-09-18 13:43:08,web,direct,holiday_push,card,standard,completed,S51140
O700368,C104834,2025-09-21 02:52:52,web,direct,summer_splash,card,standard,completed,S50593
O700369,C103723,2025-05-24 20:48:22,android,direct,holiday_push,card,standard,completed,
O700370,C102160,2025-02-27 14:54:15,web,email,summer_splash,card,standard,completed,
O700371,C100850,2025-04-11 17:50:27,web,paid_social,spring_sale,google_pay,standard,completed,S50325
O700372,C102673,2025-03-07 13:06:42,android,direct,fall_event,apple_pay,standard,completed,S50150
O700373,C105315,2025-02-21 12:19:19,ios,direct,none,google_pay,expedited,completed,
O700374,C106274,2025-07-09 09:06:05,android,paid_search,none,paypal,standard,completed,S50554
O700375,C103252,2025-10-15 21:13:36,web,direct,always_on,card,standard,completed,
O700376,C101628,2025-09-30 08:21:27,web,direct,spring_sale,paypal,standard,completed,
O700377,C101348,2025-02-18 07:50:55,web,paid_social,none,card,standard,completed,S50616
O700378,C104822,2025-06-01 05:20:26,android,direct,spring_sale,paypal,standard,completed,S50187
O700379,C100851,2025-11-13 13:15:14,web,email,holiday_push,card,standard,completed,S50976
O700380,C104557,2025-05-18 15:03:52,web,referral,spring_sale,paypal,standard,completed,
O700381,C107252,2025-02-06 18:38:14,web,direct,fall_event,card,standard,completed,S50668
O700382,C100679,2025-04-24 20:46:43,web,direct,none,card,overnight,completed,S50558
O700383,C107325,2025-11-16 01:02:25,web,direct,none,card,expedited,completed,S50896
O700384,C104544,2025-10-22 07:50:40,android,direct,spring_sale,card,standard,completed,
O700385,C107341,2025-03-23 15:09:54,web,paid_social,none,klarna,standard,returned,S50798
O700386,C107955,2025-02-12 04:19:41,web,referral,none,google_pay,standard,completed,
O700387,C106586,2025-07-29 06:38:30,web,organic,spring_sale,google_pay,standard,completed,
O700388,C105507,2025-12-09 23:08:43,ios,paid_search,none,klarna,expedited,completed,S51015
O700389,C101969,2025-04-23 21:13:27,ios,organic,fall_event,apple_pay,standard,completed,
O700390,C106027,2025-01-01 05:23:25,android,direct,none,card,standard,completed,
O700391,C101580,2025-07-22 22:00:50,android,email,summer_splash,apple_pay,expedited,returned,S50546
O700392,C105503,2025-09-01 02:25:12,web,direct,none,paypal,standard,completed,
O700393,C104422,2025-10-06 03:12:05,ios,direct,none,card,standard,completed,
O700394,C107983,2025-08-30 12:18:02,android,direct,always_on,card,standard,completed,S51099
O700395,C100830,2025-04-26 20:53:52,web,direct,none,paypal,standard,completed,S50344
O700396,C105376,2025-10-03 11:16:27,web,direct,spring_sale,klarna,expedited,completed,
O700397,C105630,2025-04-11 13:01:26,android,paid_search,none,google_pay,standard,completed,S51027
O700398,C102320,2025-05-08 06:30:14,android,direct,fall_event,klarna,overnight,completed,
O700399,C105450,2025-04-07 02:05:02,android,organic,none,card,expedited,completed,
O700400,C107298,2025-05-23 14:26:48,web,organic,none,card,standard,completed,S50719
O700401,C101089,2025-02-05 02:03:58,android,organic,always_on,paypal,standard,completed,
O700402,C102246,2025-02-07 12:32:18,web,organic,none,google_pay,expedited,completed,
O700403,C106736,2025-10-15 07:43:22,ios,direct,none,card,standard,completed,
O700404,C101250,2025-05-23 18:54:40,android,email,none,card,expedited,completed,
O700405,C103079,2025-07-18 19:51:12,web,paid_social,fall_event,apple_pay,standard,cancelled,S51150
O700406,C106142,2025-08-13 19:59:37,web,referral,fall_event,apple_pay,standard,completed,S50495
O700407,C104583,2025-07-05 03:19:13,web,direct,fall_event,card,standard,completed,S50956
O700408,C102242,2025-05-26 20:22:52,android,email,summer_splash,paypal,standard,completed,S50158
O700409,C105853,2025-05-25 06:21:40,android,direct,always_on,card,standard,completed,
O700410,C102145,2025-07-28 12:01:53,web,paid_social,spring_sale,paypal,expedited,completed,S50146
O700411,C106806,2025-08-09 18:31:56,web,direct,none,apple_pay,expedited,completed,
O700412,C104642,2025-05-02 22:21:29,web,paid_social,none,card,overnight,completed,S50793
O700413,C107838,2025-07-11 12:11:29,web,email,always_on,paypal,expedited,completed,
O700414,C101018,2025-02-12 07:48:10,ios,paid_social,always_on,card,standard,completed,S51092
O700415,C102948,2025-08-17 17:41:26,web,paid_search,none,paypal,standard,completed,S50135
O700416,C105109,2025-09-22 09:03:52,web,referral,none,card,standard,completed,S50283
O700417,C103884,2025-02-24 23:35:09,web,paid_social,none,card,standard,returned,S51154
O700418,C101415,2025-08-23 11:07:50,ios,organic,spring_sale,paypal,expedited,completed,S50372
O700419,C101883,2025-09-08 00:17:09,web,paid_social,none,card,expedited,completed,
O700420,C103897,2025-05-04 10:26:49,android,email,none,card,expedited,completed,
O700421,C106360,2025-02-01 07:36:15,web,paid_social,fall_event,klarna,standard,completed,S50890
O700422,C101687,2025-02-17 04:57:30,ios,paid_social,always_on,google_pay,standard,cancelled,
O700423,C100978,2025-05-17 04:02:37,web,email,none,apple_pay,standard,completed,S50381
O700424,C103588,2025-02-05 03:45:13,web,email,always_on,card,expedited,completed,S50239
O700425,C103516,2025-04-29 20:49:18,android,paid_search,spring_sale,klarna,standard,completed,S51172
O700426,C105832,2025-09-01 04:55:26,web,organic,summer_splash,paypal,standard,completed,
O700427,C101330,2025-09-22 19:55:42,web,direct,none,card,overnight,returned,S51010
O700428,C104760,2025-06-20 00:58:09,web,direct,always_on,google_pay,expedited,returned,
O700429,C102990,2025-08-25 15:38:29,android,email,fall_event,card,overnight,completed,
O700430,C103226,2025-04-13 04:36:39,ios,direct,holiday_push,apple_pay,overnight,returned,
O700431,C106088,2025-06-10 15:42:07,android,direct,none,card,standard,completed,
O700432,C101358,2025-09-16 11:06:18,web,direct,summer_splash,card,expedited,completed,
O700433,C100799,2025-01-09 17:17:00,web,paid_social,none,apple_pay,standard,completed,
O700434,C101157,2025-04-18 08:34:02,web,email,holiday_push,card,standard,completed,S50863
O700435,C102468,2025-09-18 21:02:26,web,direct,none,card,standard,completed,
O700436,C102875,2025-12-13 19:08:24,web,paid_social,fall_event,card,standard,completed,
O700437,C107681,2025-04-09 17:53:03,web,referral,none,apple_pay,standard,completed,S50405
O700438,C107708,2025-06-08 06:26:35,ios,paid_social,spring_sale,card,standard,completed,S50919
O700439,C103458,2025-07-05 07:00:43,web,email,summer_splash,card,expedited,completed,
O700440,C105302,2025-11-28 17:29:39,web,referral,none,card,expedited,completed,S50045
O700441,C100087,2025-11-09 13:05:09,web,direct,summer_splash,google_pay,standard,completed,
O700442,C101623,2025-12-20 13:44:29,web,paid_search,none,klarna,standard,cancelled,S51185
O700443,C103233,2025-10-07 15:43:40,web,direct,none,google_pay,standard,completed,
O700444,C104651,2025-10-21 05:34:36,web,paid_search,none,card,expedited,completed,S51130
O700445,C100793,2025-01-21 18:27:27,ios,referral,none,google_pay,standard,completed,
O700446,C100385,2025-09-12 21:13:27,android,email,none,paypal,standard,returned,S50970
O700447,C104112,2025-05-20 23:15:33,ios,direct,spring_sale,card,standard,completed,S50345
O700448,C102025,2025-11-25 20:46:45,web,direct,none,card,standard,completed,S51007
O700449,C104594,2025-10-21 03:35:31,web,paid_search,holiday_push,paypal,standard,completed,S50907
O700450,C106079,2025-12-19 04:19:18,ios,email,fall_event,paypal,standard,completed,
O700451,C103302,2025-07-30 22:27:47,ios,direct,none,card,expedited,completed,
O700452,C106481,2025-06-01 19:37:31,ios,direct,none,card,standard,completed,
O700453,C106600,2025-11-17 18:27:28,web,email,summer_splash,google_pay,standard,completed,
O700454,C101956,2025-05-23 17:01:32,android,email,none,paypal,expedited,completed,S50691
O700455,C107411,2025-07-08 09:31:17,android,organic,always_on,card,expedited,completed,
O700456,C102721,2025-09-21 15:58:36,ios,direct,none,paypal,expedited,completed,
O700457,C104095,2025-07-23 22:31:07,android,direct,spring_sale,card,standard,completed,
O700458,C102832,2025-05-25 08:11:11,android,paid_social,none,card,standard,completed,S51118
O700459,C101962,2025-05-12 07:21:21,web,direct,fall_event,apple_pay,overnight,completed,S50289
O700460,C105445,2025-09-10 02:04:05,web,direct,holiday_push,paypal,standard,completed,S50129
O700461,C104998,2025-10-21 21:47:37,web,email,none,google_pay,standard,completed,
O700462,C100736,2025-08-31 08:39:44,web,direct,fall_event,google_pay,standard,completed,
O700463,C107850,2025-05-07 07:30:58,android,direct,fall_event,card,standard,completed,
O700464,C103128,2025-04-13 08:28:19,ios,organic,none,paypal,standard,completed,S50666
O700465,C100526,2025-10-18 03:11:26,web,paid_social,holiday_push,card,standard,completed,S50982
O700466,C100528,2025-06-08 12:27:29,web,paid_social,none,klarna,standard,returned,
O700467,C102981,2025-02-20 07:26:38,web,referral,spring_sale,card,standard,completed,S50573
O700468,C105538,2025-03-19 23:59:12,web,direct,summer_splash,klarna,standard,completed,
O700469,C107464,2025-11-08 06:08:49,ios,direct,none,klarna,expedited,completed,S50054
O700470,C104197,2025-04-19 23:52:16,ios,organic,always_on,card,standard,completed,S51173
O700471,C103869,2025-03-14 22:18:59,android,direct,none,google_pay,standard,returned,S50429
O700472,C104706,2025-05-10 03:46:09,web,email,summer_splash,card,standard,completed,
O700473,C103278,2025-04-10 13:40:03,web,referral,none,card,standard,completed,
O700474,C101759,2025-07-21 18:39:27,ios,direct,none,card,standard,completed,
O700475,C102819,2025-08-23 21:20:37,web,direct,summer_splash,apple_pay,standard,completed,
O700476,C104724,2025-10-28 13:26:11,web,email,fall_event,card,standard,completed,
O700477,C105478,2025-08-19 01:00:16,android,organic,holiday_push,card,standard,completed,S50053
O700478,C105018,2025-05-27 19:57:00,android,organic,summer_splash,card,standard,completed,S51062
O700479,C103882,2025-11-25 18:17:08,android,direct,none,paypal,standard,completed,S50362
O700480,C102830,2025-12-14 09:26:17,web,direct,none,card,standard,completed,
O700481,C103797,2025-10-20 20:46:33,android,direct,none,google_pay,standard,completed,S50433
O700482,C101398,2025-06-03 01:47:24,ios,organic,always_on,google_pay,standard,completed,S51004
O700483,C102685,2025-03-17 10:41:34,web,referral,none,card,expedited,completed,S50102
O700484,C103413,2025-07-16 01:39:15,web,direct,none,paypal,standard,completed,
O700485,C107356,2025-02-01 08:32:43,web,email,none,apple_pay,standard,completed,
O700486,C102287,2025-09-24 07:25:07,web,direct,holiday_push,card,standard,completed,
O700487,C105383,2025-04-05 20:38:35,ios,referral,none,google_pay,standard,returned,
O700488,C105112,2025-03-18 04:09:55,ios,paid_social,none,card,standard,completed,S51091
O700489,C100526,2025-06-25 11:03:52,web,direct,none,google_pay,standard,completed,
O700490,C105111,2025-03-17 14:04:07,web,paid_social,holiday_push,paypal,standard,completed,S50245
O700491,C100190,2025-01-01 03:22:49,ios,direct,fall_event,card,standard,completed,S50560
O700492,C104100,2025-12-01 12:01:38,android,paid_social,fall_event,card,standard,completed,
O700493,C104983,2025-02-05 01:13:05,android,organic,always_on,card,standard,completed,S50390
O700494,C103189,2025-07-17 10:29:16,web,email,spring_sale,google_pay,standard,completed,
O700495,C100856,2025-08-15 22:42:48,web,referral,none,card,expedited,cancelled,S50783
O700496,C102927,2025-12-31 19:24:19,web,direct,holiday_push,card,standard,completed,
O700497,C104178,2025-02-24 05:22:48,android,organic,none,card,standard,completed,
O700498,C100662,2025-11-03 16:54:23,web,email,always_on,apple_pay,standard,completed,S50511
O700499,C100806,2025-07-05 03:28:20,ios,organic,holiday_push,card,standard,completed,S50039
O700500,C103635,2025-07-30 11:29:21,web,referral,none,card,standard,completed,S50722
O700501,C107389,2025-11-12 00:38:58,android,organic,none,card,expedited,completed,
